compound	compound_desc
C16653	2-n-Propyl-2-pentenoic acid; 2-En-valproic acid; 2-Ene-VPA
C16654	2-n-Propyl-3-pentenoic acid; 3-En-valproic acid; 3-Ene-VPA
C16655	2-n-Propyl-4-oxopentanoic acid; 4-Oxovalproic acid; 4-Keto-VPA
C16656	2-Propyl-2,4-pentadienoic acid; 2,4-Diene-VPA
C16657	2-Propylsuccinic acid; 2-PSA
C16658	2-Propylglutaric acid; 2-PGA
C16659	2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine; EDDP
C16660	2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline; EMDP
C16661	L-alpha-Acetyl-N-normethadol; nor-LAAM
C16662	L-alpha-Acetyl-N,N-dinormethadol; dinor-LAAM
C16663	Tryparedoxin
C16664	Tryparedoxin disulfide
C16673	Isoglutamine; 4,5-Diamino-5-oxopentanoic acid; DL-Isoglutamine
C16674	Formylisoglutamine; DL-Formylisoglutamine
C16675	7-Aminomethyl-7-carbaguanine; 7-Aminomethyl-7-deazaguanine
C16677	all-trans-4-Hydroxyretinoic acid
C16678	all-trans-4-Oxoretinoic acid
C16679	all-trans-18-Hydroxyretinoic acid
C16680	all-trans-5,6-Epoxyretinoic acid; all-trans-5,6-Epoxy-5,6-dihydroretinoic acid
C16681	9-cis-Retinal
C16682	9-cis-Retinol
C16683	4-Oxoretinol
C16688	Sucrose 6-phosphate; 6-Phosphosucrose; 6-O-Phosphonosucrose; beta-D-Fructofuranosyl-6-O-phosphono-alpha-D-glucopyranoside
C16692	Mannopine
C16695	Plastoquinol-9; Plastoquinol A
C16698	N-Acetylmuramic acid 6-phosphate; N-Acetylmuramate 6-phosphate; MurNAc 6-phosphate
C16719	(-)-Norephedrine; l-Phenylpropanolamine
C16737	5-Deoxy-D-glucuronate; 5-Deoxy-D-glucuronic acid; 5-Deoxy-D-xylo-hexuronic acid
C16741	L-Hydroxylysine; 5-Hydroxy-L-lysine; L-erythro-5-Hydroxylysine; (5R)-5-Hydroxy-L-lysine
C16756	Aflatoxin M1
C16826	2-cis,6-trans-Farnesyl diphosphate; (2Z,6E)-Farnesyl diphosphate
C16844	Hydroxyl radical; Hydrogen oxide
C16845	Peroxynitrite
C16848	6-Deoxy-5-ketofructose 1-phosphate; 1-Deoxy-D-threo-hexo-2,5-diulose 6-phosphate
C16850	2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid
C16999	Futalosine
C17010	Dehypoxanthine futalosine
C17017	Cyclic dehypoxanthine futalosine
C17018	1,4-Dihydroxy-6-naphthoate
C17022	O-Phosphoseryl-tRNA(Cys)
C17027	L-Pyrrolysyl-tRNA(Pyl)
C17203	N-Hydroxyl-tryptamine
C17209	2-Deoxy-scyllo-inosose; 2-Deoxyinosose; 2-Deoxy-L-scyllo-inosose
C17210	2-(2'-Methylthio)ethylmalic acid; 2-(2'-Methylthio)ethylmalate
C17211	2-Oxo-5-methylthiopentanoic acid; 5-(Methylthio)-2-oxo-pentanoic acid
C17212	3-(2'-Methylthio)ethylmalic acid; 3-(2'-Methylthio)ethylmalate
C17213	Homomethionine; L-Homomethionine
C17214	2-(3'-Methylthio)propylmalic acid; 2-(3'-Methylthio)propylmalate
C17215	3-(3'-Methylthio)propylmalic acid; 3-(3'-Methylthio)propylmalate
C17216	2-Oxo-6-methylthiohexanoic acid; 6-(Methylthio)-2-oxo-hexanoic acid
C17217	Dihomomethionine; L-Dihomomethionine
C17218	2-(4'-Methylthio)butylmalic acid; 2-(4'-Methylthio)butylmalate
C17219	3-(4'-Methylthio)butylmalic acid; 3-(4'-Methylthio)butylmalate
C17220	2-Oxo-7-methylthioheptanoic acid; 7-(Methylthio)-2-oxo-heptanoic acid
C17221	Trihomomethionine; L-Trihomomethionine; 2-Amino-7-(methylsulfanyl)heptanoic acid
C17222	2-(5'-Methylthio)pentylmalic acid; 2-(5'-Methylthio)pentylmalate
C17223	3-(5'-Methylthio)pentylmalic acid; 3-(5'-Methylthio)pentylmalate
C17224	2-Oxo-8-methylthiooctanoic acid; 8-Methylthio-2-octanoic acid
C17225	Tetrahomomethionine; L-Tetrahomomethionine
C17226	2-(6'-Methylthio)hexylmalic acid; 2-(6'-Methylthio)hexylmalate
C17227	3-(6'-Methylthio)hexylmalic acid; 3-(6'-Methylthio)hexylmalate
C17228	2-Oxo-9-methylthiononanoic acid; 9-Methylthio-2-nonanoic acid
C17229	Pentahomomethionine; L-Pentahomomethionine
C17230	2-(7'-Methylthio)heptylmalic acid; 2-(7'-Methylthio)heptylmalate
C17231	3-(7'-Methylthio)heptylmalic acid; 3-(7'-Methylthio)heptylmalate
C17232	2-Oxo-10-methylthiodecanoic acid; 10-Methylthio-2-decanoic acid
C17233	Hexahomomethionine; L-Hexahomomethionine
C17235	L-Homophenylalanine
C17236	3-Phenylpropionaldoxim
C17237	S-(Phenylacetothiohydroximoyl)-L-cysteine
C17238	S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine
C17239	p-Hydroxyphenylacetothiohydroximate
C17240	p-Hydroxybenzyldesulphoglucosinolate; Desulfo-p-hydroxybenzylglucosinolate
C17241	4-Methylthiobutanaldoxime; (E)-4-(Methylthio)-butanaldoxime
C17242	S-(4-Methylthiobutylthiohydroximoyl)-L-cysteine
C17243	4-Methylthiobutylthiohydroximate
C17244	3-Methylthiopropyl-desulfoglucosinolate
C17245	5-Methylthiopentanaldoxime; (E)-5-(Methylthio)pentanaldoxime
C17246	6-Methylthiohexanaldoxime; (E)-6-(Methylthio)hexanaldoxime
C17248	4-Methylthiobutyl-desulfoglucosinolate
C17249	7-Methylthioheptanaldoxime; (E)-7-(Methylthio)heptanaldoxime; 7-(Methylsulfanyl)heptanal oxime
C17250	Glucolesquerellin; 6-Methylthiohexyl glucosinolate
C17251	8-Methylthiooctanaldoxime; (E)-8-(Methylthio)octanaldoxime
C17252	7-Methylthioheptyl glucosinolate
C17253	9-Methylthiononanaldoxime; (E)-9-(Methylthio)nonanaldoxime
C17254	8-Methylthiooctyl glucosinolate
C17255	3-Methylbutyraldehyde oxime
C17256	2-Methylpropyl glucosinolate; Isobutyl glucosinolate
C17267	S-Sulfanylglutathione; Glutathione hydrodisulfide
C17268	Pyruvophenone; 1-Phenyl-1,2-propanedione
C17279	Ximenoyl-CoA; (17Z)-Hexacosenoyl-CoA
C17322	tRNA containing 2-thiouridine; tRNA containing s2U
C17326	CDP-4-dehydro-3,6-dideoxy-D-glucose epimer
C17327	CDP-ascarylose
C17328	UDP-4-keto-rhamnose
C17331	7alpha,24-Dihydroxy-4-cholesten-3-one
C17332	7alpha,25-Dihydroxy-4-cholesten-3-one
C17333	3beta-Hydroxy-5-cholestenoate; 3beta-Hydroxycholest-5-en-27-oic acid
C17335	3beta,7alpha-Dihydroxy-5-cholestenoate; 3beta,7alpha-Dihydroxy-5-cholesten-26-oic acid
C17336	7alpha,26-Dihydroxy-4-cholesten-3-one
C17337	7alpha-Hydroxy-3-oxo-4-cholestenoate
C17339	4-Cholesten-7alpha,12alpha-diol-3-one; 7alpha,12alpha-Dihydroxy-4-cholesten-3-one
C17343	(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA
C17345	(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
C17346	(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
C17401	Cobalt-factor III
C17412	Shikonin
C17432	all-trans-Decaprenyl diphosphate
C17530	Methyl acetate; Devoton; Tereton
C17551	2-Polyprenyl-6-hydroxyphenol; 3-Polyprenylcatechol; 3-(all-trans-Polyprenyl)benzene-1,2-diol
C17552	2-Polyprenyl-6-methoxyphenol
C17554	3-Polyprenyl-4,5-dihydroxybenzoate; 3,4-Dihydroxy-5-polyprenylbenzoate
C17559	3-Polyprenyl-4-hydroxy-5-methoxybenzoate
C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone
C17561	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone
C17562	2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone
C17570	2-Methyl-6-solanyl-1,4-benzoquinol; 2-Methyl-6-nonaprenyl-benzene-1,4-diol; 2-Methyl-6-all-trans-nonaprenylbenzene-1,4-diol; 2-Methyl-6-solanesylbenzene-1,4-diol; MSBQ
C17580	2-Deoxy-scyllo-inosamine
C17581	3-Amino-2,3-dideoxy-scyllo-inosose; 2-Deoxy-3-keto-scyllo-inosamine
C17582	2'-N-Acetylparomamine
C17583	6'-Dehydro-6'-oxoparomamine; 6'-Dehydroparomamine; 6'-Oxoparomamine
C17584	Xylostasin
C17585	Butirosin A
C17586	Butirosin B
C17587	2'''-N-Acetyl-6'''-deamino-6'''-hydroxyneomycin C
C17588	6'''-Deamino-6'''-hydroxyneomycin C; 6'''-Hydroxyneomycin C; Neomycin Y2
C17589	6'''-Deamino-6'''-oxoneomycin C; 6'''-Oxoneomycin C; 6'''-Deamino-6'''-dehydro-6'''-oxoneomycin C
C17701	Gentamicin A2
C17702	Gentamicin X2
C17703	Antibiotic G-418; G418; Geneticin
C17704	Antibiotic JI-20A; JI-20A
C17705	Antibiotic JI-20B; JI-20B
C17706	Gentamicin C2b; Sagamicin
C17707	Lividomycin A
C17712	Paromomycin II; Neomycin F
C17935	Cysteinyldopa; 5-S-Cysteinyl-DOPA
C17936	Phaeomelanin
C17937	Eumelanin
C17938	5,6-Indolequinone-2-carboxylic acid
C17940	Rhizocticin B
C17941	2-Oxo-4-phosphonobutanoate; 2-Oxo-4-phosphonobutanoic acid
C17942	FR 900098; (3-(Acetylhydroxyamino)propyl)phosphonic acid
C17943	Formylphosphonate; Phosphonoformaldehyde; Formylphosphonic acid
C17945	Phosphonoformyl-CMP; CMP-5'-phosphonoformate
C17947	2-Phosphinomethylmalate; 2-Phosphinomethylmalic acid; 2-(Hydrohydroxyphosphorylmethyl)malate
C17948	Deamino-alpha-keto-demethylphosphinothricin; 4-(Hydroxyphosphinyl)-2-oxobutyric acid; 2-Oxo-4-phosphinobutanoate; 4-Hydrohydroxyphosphoryl-2-oxobutanoate
C17949	N-Acetyldemethylphosphinothricin; N-Adpt
C17950	N-Acetyldemethylphosphinothricin tripeptide
C17951	N-Acetylbialaphos; N-Acetylphosphinothricin tripeptide
C17952	N-Acetylphosphinothricin; L-N-Acetylphosphinothricin; N-Acetyl-L-Glufosinate; N-Acetylphinothricin
C17962	Demethylphosphinothricin; (2S)-2-Amino-4-(hydroxyphosphinyl)butanoic acid
C17997	Oxyapramycin
C18000	Nebramycin factor 4; 6''-O-Carbamoylkanamycin B
C18001	Nebramycin 5'; Nebramycin factor 5'; 6''-O-Carbamoyltobramycin
C18002	5-Ribosylparomamine; Ribosylparomamine
C18003	Lividomycin B; 3'-Deoxyparomomycin I
C18004	5''-Phosphoribostamycin
C18005	gamma-L-Glutamyl-butirosin B
C18006	gamma-L-Glutamyl-[acp]; gamma-L-Glutamyl-[acyl carrier protein]; gamma-L-Glutamyl-ACP
C18007	4-Aminobutyryl-[acp]; 4-Aminobutyryl-[acyl carrier protein]; GABA-ACP
C18008	4-(gamma-L-Glutamylamino)butanoyl-[acp]; gamma-L-Glutamyl-4-aminobutyryl-[acp]; gamma-L-Glutamyl-4-aminobutyryl-[acyl carrier protein]; gamma-L-Glutamyl-4-aminobutyryl-ACP
C18009	4-(gamma-L-Glutamylamino)-(2S)-2-hydroxybutanoyl-[acp]; gamma-L-Glutamyl-4-amino-2-hydroxybutyryl-[acp]; gamma-L-Glutamyl-4-amino-2-hydroxybutyryl-[acyl carrier protein]; gamma-L-Glutamyl-4-amino-2-hydroxybutyryl-ACP
C18021	Pheophorbide a
C18022	Red chlorophyll catabolite
C18026	(2S)-Ethylmalonyl-CoA; (S)-Ethylmalonyl-CoA; Ethylmalonyl-CoA; Ethylmalonyl coenzyme A
C18028	L-Fucono-1,5-lactone
C18038	7alpha-Hydroxypregnenolone; 3beta,7alpha-Dihydroxy-5-pregnen-20-one
C18039	Aldosterone hemiacetal; 11beta,18-Epoxy-18,21-dihydroxypregn-4-ene-3,20-dione
C18040	5alpha-Dihydrodeoxycorticosterone; 5alpha-Pregnan-21-ol-3,20-dione; Allopregnane-21-ol-3,20-dione
C18041	5alpha-Pregnan-20alpha-ol-3-one; Allopregnan-20alpha-ol-3-one
C18042	5alpha-Pregnane-3alpha,20alpha-diol; Allopregnane-3alpha,20alpha-diol
C18043	Cholesterol sulfate; Cholest-5-en-3beta-ol sulfate
C18044	3beta-Hydroxypregn-5-en-20-one sulfate; Pregnenolone sulfate
C18045	7alpha-Hydroxydehydroepiandrosterone; 7alpha-OH-DHEA; 3beta,7alpha-Dihydroxy-5-androstene-17-one
C18049	N-Acyl-L-homoserine lactone
C18059	CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol
C18064	Pyropheophorbide a
C18075	11beta,17beta-Dihydroxy-4-androsten-3-one; 11beta-Hydroxytestosterone
C18094	UDP-L-arabinofuranose; UDP-beta-L-arabinofuranose
C18096	D-Allulose 6-phosphate
C18098	Primary fluorescent chlorophyll catabolite
C18125	1-Acyl-sn-glycero-3-phosphoserine; 1-Acyl-2-lyso-phosphatidylserine
C18126	1-Acyl-sn-glycero-3-phosphoglycerol
C18129	Monolysocardiolipin; MLCL
C18131	Geranyl-hydroxybenzoate
C18132	3''-Hydroxy-geranylhydroquinone
C18133	Deoxyshikonin
C18134	Dihydroechinofuran
C18135	Dihydroshikonofuran
C18151	7(1)-Hydroxychlorophyll a; 7-Hydroxymethylchlorophyll a
C18152	3-Vinylbacteriochlorophyllide a; 3-Deacetyl-3-vinylbacteriochlorophyllide a
C18153	3-Hydroxyethylbacteriochlorophyllide a; 3-Deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide a
C18154	3-Hydroxyethylchlorophyllide a; 3-Devinyl-3-(1-hydroxyethyl)chlorophyllide a
C18155	Bacteriochlorophyllide a
C18156	Bacteriochlorophyllide b
C18157	8-Ethyl-12-methyl-3-vinylbacteriochlorophyllide d
C18160	Bacteriochlorophyllide d
C18161	Bacteriochlorophyllide c
C18162	Bacteriochlorophyll d
C18163	Bacteriochlorophyll c
C18168	Diacylglycerylhomoserine; DGHS
C18169	Diacylglyceryl-N,N,N-trimethylhomoserine; DGTS
C18172	Carboxyspermidine; 2-Amino-4-[(4-aminobutyl)amino]-butanoic acid
C18174	Carboxynorspermidine
C18231	Calcitetrol; 1alpha,24R,25-Trihydroxyvitamin D3; (1S,3R,5Z,7E,24R,25)-9,10-Secocholesta-5,7,10(19)-triene-1,3,24,25-tetrol
C18232	N-Formylmaleamic acid
C18237	Molybdoenzyme molybdenum cofactor; Molybdenum cofactor
C18239	Precursor Z; Cyclic pyranopterin monophosphate; Cyclic pyranopterin phosphate; cPMP
C18287	Monocyte locomotion inhibitory factor; MLIF
C18319	2-Methylbutyrate; 2-Methylbutyric acid
C18321	trans,octacis-Decaprenyl diphosphate; (2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E)-Decaprenyl diphosphate
C18323	3-Methylfumaryl-CoA; (E)-3-Carboxybut-2-enoyl-CoA; Mesaconyl-C4-CoA
C18324	(2S)-Methylsuccinyl-CoA; Methylsuccinyl-CoA; Methylsuccinyl-coenzyme A
C18325	Feruloylagmatine
C18326	p-Coumaroylputrescine
C18802	Tetrahydrosarcinapterin; H4SPT; 5,6,7,8-Tetrahydrosarcinapterin
C18870	Selenodiglutathione; GSSeSG
C18871	Glutathioselenol; GSSeH
C18872	Trimethylselenonium
C18893	1-Methylseleno-N-acetyl-D-galactosamine
C18902	Methylselenic acid; Methylseleninate
C18904	Methylselenopyruvate; beta-Methylselenopyruvate
C18905	Methylselenocysteine Se-oxide; Methylselenocysteine selenooxide
C18910	2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one; 2,5-Diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate
C18911	(R)-4-Phosphopantoate
C19161	Chromium (VI); Chromium ion (6+); Chromium hexavalent ion
C19164	Sulfur mustard; Mustard gas; Iprit
C19180	2-Amino-3-methylimidazo[4,5-f]quinoline; IQ
C19255	MeIQx; 8-Methyl-IQX; 2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline
C19317	Allyl isothiocyanate; Mustard oil
C19368	Chromium (III); Chromium (III) ion
C19488	7,12-Dimethylbenz[a]anthracene; DMBA
C19489	1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene
C19490	trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene; trans-DMBA-3,4-dihydrodiol
C19491	(E)-2-Methylbutanal oxime
C19525	Sudan I; C.I. Solvent Yellow 14
C19559	(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol
C19561	7-Hydroxymethyl-12-methylbenz[a]anthracene; 12-Methylbenz[a]anthracene-7-methanol
C19562	7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate
C19563	4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone
C19564	4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone
C19565	4-Hydroxy-1-(3-pyridinyl)-1-butanone
C19566	4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone
C19567	4-Oxo-1-(3-pyridyl)-1-butanone; gamma-Oxo-3-pyridinebutanal; 4-Oxo-4-(pyridin-3-yl)butanal; 3-Succinoylsemialdehyde-pyridine
C19568	N-Nitrosomethanamine
C19569	3-Succinoylpyridine; 4-Oxo-4-(pyridin-3-yl)butanoate
C19574	4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol; NNAL
C19577	1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol
C19578	5-(3-Pyridyl)-2-hydroxytetrahydrofuran
C19579	gamma-Hydroxy-3-pyridinebutanoate
C19580	alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol
C19581	alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol
C19582	1-(3-Pyridinyl)-1,4-butanediol
C19585	Aflatoxin Q1
C19586	Aflatoxin B1-exo-8,9-epoxide; 2,3-Epoxyaflatoxin B1
C19588	Aflatoxin B1 diol; Aflatoxin B1-2,3-dihydrodiol
C19589	Aflatoxin B1 dialdehyde
C19590	6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione
C19591	1,2,3,4-Tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal
C19592	alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde
C19594	Aflatoxin-M1-8,9-epoxide
C19595	Aflatoxin B1-endo-8,9-epoxide
C19596	Lipooligosaccharide; LOS
C19602	4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone; 4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanone; NNK-N-oxide
C19603	4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol; NNAL-N-oxide
C19604	7,12-Dimethylbenz[a]anthracene 5,6-oxide; DMBA-5,6-epoxide
C19605	4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide; NNAL-O-glucuronide
C19606	NNAL-N-glucuronide
C19607	trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene; trans-DMBA-5,6-dihydrodiol
C19609	Nickel(2+); Ni2+; Ni(II)
C19631	6-Hydroxy-3-succinoylpyridine; 4-(6-Hydroxypyridin-3-yl)-4-oxobutanoate
C19673	Malonyl-[acp] methyl ester; Malonyl-[acyl-carrier protein] methyl ester
C19691	Farnesylcysteine; S-(2E,6E)-Farnesyl-L-cysteine; S-trans-trans-Farnesylcysteine
C19692	Polysulfide; (Sulfide)n; Polysulfane
C19706	cis-3-Hydroxy-L-proline; cis-3-Hydroxyproline
C19714	(E)-Phenylacetaldoxime; (E)-Phenylacetaldehyde oxime
C19725	UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate; UDP-alpha-D-GlcNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid
C19745	UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate; UDP-alpha-D-ManNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronic acid
C19757	(Z)-3-Hexen-1-ol acetate; (3Z)-Hex-3-en-1-yl acetate; cis-3-Hexenyl acetate
C19760	(2Z,6Z)-Farnesyl diphosphate
C19787	5'-S-Methyl-5'-thioinosine; 5'-Deoxy-5'-methylthioinosine; S-Methyl-5'-thioinosine
C19794	CDP-1L-myo-inositol
C19799	Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate
C19823	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose; UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hex-4-ulose
C19845	Pimeloyl-[acyl-carrier protein]; Pimeloyl-[acp]; Pimelyl-[acyl-carrier protein]; Pimelyl-[acp]; 7-Hydroxy-7-oxoheptanoyl-[acyl-carrier protein]
C19846	Pimeloyl-[acyl-carrier protein] methyl ester; Pimeloyl-[acp] methyl ester; Pimelyl-[acyl-carrier protein] methyl ester; Pimelyl-[acp] methyl ester
C19847	Demethylmenaquinol
C19848	Adenylated molybdopterin; Adenylyl-molybdopterin
C19852	tritrans,heptacis-Undecaprenyl diphosphate
C19853	trans,polycis-Polyprenyl diphosphate
C19871	Guanylyl molybdenum cofactor; Molybdopterin guanine dinucleotide cofactor
C19872	N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine; 2-Methyl-4-amino-5-(formylaminomethyl)pyrimidine; FAMP
C19886	LysW-gamma-L-alpha-aminoadipate; [LysW]-L-2-aminoadipate; [Lysine-biosynthesis-protein LysW]-C-terminal-gamma-(L-2-aminoadip-2-yl)-L-glutamate
C19887	LysW-gamma-L-alpha-aminoadipyl 6-phosphate
C19888	LysW-gamma-L-alpha-aminoadipate 6-semialdehyde
C19889	LysW-gamma-L-lysine
C19891	1D-chiro-Inositol; 1,2,4/3,5,6-Cyclohexane-1,2,3,4,5,6-hexol; (+)-Inositol
C19912	N-Arachidonoyl-phosphatidylethanolamine
C19913	Phospho-anandamide
C19929	N(alpha)-Acetyl-L-2,4-diaminobutyrate; N-alpha-Acetyl-L-2,4-diaminobutyrate; N2-Acetyl-L-2,4-diaminobutanoate; (2S)-2-Acetamido-4-aminobutanoate
C19937	(8E,10R,12Z)-10-Hydroperoxy-8,12-octadecadienoate
C19945	3-Oxo-5,6-dehydrosuberyl-CoA; 3-Oxo-5,6-didehydrosuberoyl-CoA
C19946	3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde
C19961	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine; UDP-4-amino-4,6-dideoxy-beta-L-AltNAc; UDP-2-acetamido-4-amino-2,4,6-trideoxy-beta-L-altrose
C19971	UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose; UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altrose
C19972	2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose
C19975	2-Oxepin-2(3H)-ylideneacetyl-CoA
C20062	2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA
C20082	Pseudaminic acid; 5,7-Bis(acetylamino)-3,5,7,9-tetradeoxy-L-glycero-alpha-L-manno-2-nonulopyranosonic acid
C20083	CMP-pseudaminic acid
C20120	S-Farnesyl protein; S-Farnesyl protein C-terminal CAAX
C20121	trans,trans-Farnesyl phosphate; Farnesyl phosphate; (2E,6E)-Farnesyl phosphate
C20171	Icilin; AG 3-5
C20186	5S,8R-DiHODE; (5S,8R)-DiHODE; (5S,8R,9Z,12Z)-5,8-Dihydroxyoctadeca-9,12-dienoate
C20231	(Z)-3-Ureidoacrylate peracid; Ureidoperacrylic acid
C20237	alpha-Maltose 1-phosphate
C20238	(2R)-Ethylmalonyl-CoA
C20239	6-Carboxy-5,6,7,8-tetrahydropterin; 6-Carboxytetrahydropterin
C20246	2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate; cThz*-P
C20247	2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate; 4-Methyl-5-[2-(phosphonooxy)ethyl]-1,3-thiazole-2-carboxylate; cThz-P
C20248	7-Carboxy-7-carbaguanine; 7-Carboxy-7-deazaguanine
C20249	(Z)-3-Peroxyaminoacrylate
C20251	1-Keto-D-chiro-inositol; 2D-2,3,5/4,6-Pentahydroxycyclohexanone
C20253	Aminoacrylate; (Z)-3-Aminoacrylate
C20254	Ureidoacrylate; (Z)-3-Ureidoacrylate
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate; (2S,4S)-4-Hydroxy-2,3,4,5-tetrahydropyridine-2,6-dicarboxylate; HTPA
C20264	L-threo-Tetrahydrobiopterin
C20265	2,3-Epoxymenaquinone; Vitamin K2 2,3-epoxide
C20267	4-Amino-5-aminomethyl-2-methylpyrimidine; Amino-HMP
C20280	1-Phenylazo-2,6-dihydroxynaphthalene; 6-OH-Sudan I
C20281	1-(4-Hydroxyphenylazo)-2-naphthol; 4'-OH-Sudan I
C20282	1-(4-Hydroxyphenylazo)-naphthalene-2,6-diol; 4',6-diOH-Sudan I
C20283	1-(3,4-Dihydroxyphenylazo)-2-naphthol; 3',4'-diOH-Sudan I
C20284	Benzenediazonium; Benzenediazonium ion
C20285	4-Acetylaminobiphenyl
C20286	2-Hydroxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine; 2-Hydroxyamino-PhIP
C20287	2-Acetoxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine; N-Acetoxy-PhIP
C20288	N-Sulfonyloxy-PhIP
C20289	N-Hydroxy-IQ
C20290	N-Acetoxy-IQ
C20291	N-Hydroxy-MeIQx
C20293	N-Acetoxy-MeIQx
C20294	Chromium (V); Chromium ion (5+)
C20295	Chromium (IV); Chromium ion (4+)
C20296	Arsenic (V); Arsenic ion (5+)
C20298	Arsenic (III); Arsenic ion (3+)
C20300	Dimethylarsinous acid
C20301	alpha-Hydroxy-NDMA; N-Nitrosohydroxymethylmethylamine
C20302	Methyldiazonium ion; Methanediazonium
C20303	Chloroethylene oxide
C20304	S-(2-Chloroethyl)glutathione
C20305	1,2-Dichloroethanol
C20306	Methyldiazohydroxide
C20316	4-Nitrosobiphenyl
C20317	S-(1,2-Dichlorovinyl)-L-cysteine; DCVC
C20318	S-(1,2-Dichlorovinyl)thiol; DCVT
C20319	Hydronitroxide radical
C20327	2-Oxo-4-phenylbutyric acid; 2-Oxo-4-phenylbutanoic acid; 2-Oxo-4-phenylbutanoate
C20333	N2-Citryl-N6-acetyl-N6-hydroxy-L-lysine; N2-Citryl-N6-acetyl-N6-hydroxylysine
C20345	Isopentenyl phosphate
C20350	2'-Deamino-2'-hydroxyneamine
C20351	2'-Deamino-2'-hydroxy-6'-dehydroparomamine
C20353	2'-Deamino-2'-hydroxyparomamine
C20357	UDP-N,N'-Diacetylbacillosamine; UDP-2,4-Diacetamido-2,4,6-trideoxy-alpha-D-glucopyranose
C20359	UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate
C20361	Pseudooxynicotine; 4-(Methylamino)-1-(pyridin-3-yl)butan-1-one
